Property ID,Property Name,Address 1,Primary Property Type - Self Selected,Year Built,ENERGY STAR Score,Site EUI (kBtu/ft²),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Latitude,Longitude,Fine_2024-2029,Fine_2030-2034,Fine_2035-2039
9793770,1870 Pelham Parkway South,1870 Pelham Parkway South,Multifamily Housing,1960,61,58.5,216.1,52941.0,40.855488,-73.830726,0.0,10432.035485256,19717.594439172
13511507,215 East 99th Street,215 East 99th Street,Multifamily Housing,1898,64,68.2,457.3,107234.0,40.786963,-73.947537,0.0,26378.28662859201,45186.53786797602
14009907,23-25 31 Street,23-25 31 Street,Medical Office,1911,98,51.1,320.9,75191.0,40.773768,-73.913573,0.0,27305.26276375999,52075.365018804005
14377690,1680 Ocean Ave,1680 Ocean Ave,Multifamily Housing,1935,61,86.3,335.6,68400.0,40.62104,-73.955909,0.0,28592.8774416,40589.8596
14965065,33-70 Prince Street,33-70 Prince Street,Office,1984,83,54.2,308.6,89902.0,40.764243,-73.833365,0.0,17872.131021400004,42893.764982232
15176247,88-24 Merrick Blvd,88-24 Merrick Blvd,Multifamily Housing,1937,16,126,596.9,82576.0,40.708541,-73.795755,10589.226175424,85906.835411904,100390.20966208
15176327,90-11 149th Street,90-11 149 str,Multifamily Housing,1933,71,79.9,639.7,136000.0,40.70322,-73.806129,0.0,49461.24812800001,73314.89686400001
15176328,148-25 89th Ave,148-25 89 Ave,Multifamily Housing,1942,37,102.8,762.8,127200.0,40.704243,-73.807266,0.0,90344.769264,112654.9466112
15176329,166-05 89th Ave,166-05 89 Ave,Multifamily Housing,1940,32,107.4,350.6,56200.0,40.708145,-73.795204,0.0,43555.0445104,53412.2140616
15288692,KM 403 Hewes Street,403 Hewes Street,Multifamily Housing,1917,40,98.1,148.7,25800.0,40.708731,-73.951162,0.0,16711.593134400002,21236.770615200003
15288693,KM 409 Hewes Street,409 Hewes Street,Multifamily Housing,1915,51,108.2,175.7,27774.0,40.708901,-73.951036,0.0,22177.11016944,27048.516345864
15304524,KM 1882 Grand Concourse,1882 Grand Concourse,Multifamily Housing,1914,18,112,275.5,41250.0,40.848866,-73.906489,0.0,36836.89614,44071.918275
15305200,KM 990 Aldus Street,990 Aldus Street,Multifamily Housing,1923,36,102.5,344.2,45000.0,40.823193,-73.889279,10840.60134,51885.122939999994,59777.87436
15306290,KM 996 Aldus Street,996 Aldus Street,Multifamily Housing,1923,46,95.4,328.2,46068.0,40.823204,-73.889081,4620.586678223999,46639.231590863994,54719.304311232
15310834,KM 1025 Aldus Street,1025 Aldus Street,Multifamily Housing,1924,44,107.3,367.4,45786.0,40.82328,-73.887899,15636.327227976,57397.759805256,65428.371283392
15313508,KM 1032 Aldus Street,1032 Aldus Street,Multifamily Housing,1927,27,124.3,319,34380.0,40.823282,-73.887462,23298.576515999994,54656.5910184,60686.65310328
15315394,KM 1010 Bryant Avenue,1010 Bryant Avenue,Multifamily Housing,1922,53,105.1,360.5,46030.0,40.823607,-73.88857,13345.732537960002,55329.71763236001,63403.12536264
15316565,KM 1016 Bryant Avenue,1016 Bryant Avenue,Multifamily Housing,1922,47,110.2,300.7,36445.0,40.823766,-73.888581,14658.596368139995,47900.098361740005,54292.35003956
15318022,KM 57-67 West 175 Street,57-67 West 175 Street,Multifamily Housing,1927,87,60.9,229.2,62000.0,40.848115,-73.915201,0.0,5817.826543999996,16692.284056
15319786,KM 1664 Macombs Road,1664 Macombs Road,Multifamily Housing,1927,92,61.4,292.7,81000.0,40.84771,-73.916202,0.0,5794.733519999996,20001.686076
15321027,KM 1674 Macombs Road,1674 MAcombs Road,Multifamily Housing,1926,61,81.2,344.9,72000.0,40.84794,-73.916188,0.0,27856.438848,40484.841120000005
15322073,KM 1325 Grand Concourse,1325 Grand Concourse,Multifamily Housing,1924,48,102.3,340,55000.0,40.837161,-73.915124,0.0,41790.523720000005,51437.2199
15323042,KM 115 Marcy Place,115 Marcy Place,Multifamily Housing,1924,25,132.6,256.1,33225.0,40.838046,-73.916139,8530.773519299997,38835.31196729999,44662.7934324
15324703,KM 133 East Clarke Place,133 Clarke Place East,Multifamily Housing,1927,29,119.8,308.2,44643.0,40.837418,-73.916512,1838.414097192001,42557.315825832,50387.4514179
15329330,KM 1215 Union Ave,1215 Union Ave,Multifamily Housing,1912,23,118.1,180.7,26572.0,40.829167,-73.899199,358.8492267360023,24595.183181296,29255.765197568
15330689,KM 135 Hamilton Place,135 Hamilton Place,Multifamily Housing,1920,81,67.6,165.7,41082.0,40.823993,-73.949065,0.0,7561.178087832,14766.733950864003
15333817,KM 596 Riverside Drive,596 Riverside Drive,Multifamily Housing,1920,7,135.4,420.5,53832.0,40.822171,-73.956242,15311.912280863997,64412.105320223985,73853.94075225599
15746281,KM - 367 S 2nd St,367 S 2nd St,Multifamily Housing,1920,12,118.7,202.8,28000.0,40.709912,-73.952867,3698.3989280000014,29237.212368,34148.257696
15746283,KM - 33-01 Vernon Blvd,33-01 Vernon Blvd,Office,1952,29,99.1,190,27400.0,40.766275,-73.939777,0.0,31160.538756,38786.54007440001
15746284,KM - 2070 Adam Clayton Powell Jr. Blvd,2070 Adam Clayton Powell Jr. Blvd,Multifamily Housing,1910,63,82,735.9,146780.0,40.807961,-73.949077,0.0,65574.29496144,91318.69614872
15746285,KM - 225 West 123rd St,225 West 123rd St,Multifamily Housing,2012,1,153.1,861.5,98955.0,40.808079,-73.950237,51872.392681380006,142129.29567978,159485.45605236
16761950,TGI - 110-120 3rd St,120 3rd St,Office,1976,Not Available,78,154,30931.0,40.677094,-73.992202,0.0,18966.162197775997,27574.915729872
16775246,26-32 Skillman Avenue,26-32 Skillman Avenue,Hotel,1909,32,122.2,233.6,28148.0,40.74406,-73.941198,0.0,33556.654075472004,42689.398440736
16815823,38-19 Union Street,38-19 Union Street,Office,2003,71,31.5,64.9,27830.0,40.761498,-73.827052,0.0,0.0,5069.322665440001
16823001,9 East 4th Street,9 East 4th Street,Office,1890,Not Available,47.3,315.6,93048.0,40.728169,-73.993737,0.0,17479.395073344,43376.627579712
16839950,43-53 Main Street,43-53 Main Street,Multifamily Housing,2020,34,56.3,259.7,65910.0,40.751519,-73.826078,0.0,10484.961218160002,22045.211131320008
16852157,Kings Condominium - 1404 Ocean Parkway,1404 Ocean Parkway,Multifamily Housing,2015,Not Available,61.1,108.4,27206.0,40.614506,-73.968646,0.0,4650.150182199997,9421.932296256
16852162,Kings Condominium - 2442 Ocean Avenue,2442 Ocean Avenue,Multifamily Housing,2020,60,45.8,344.3,95238.0,40.602281,-73.951968,0.0,6853.493336976002,23557.712442264008
16852384,111-28 37 Avenue,111-28 37 Avenue,Multifamily Housing,2007,Not Available,64.2,107.8,26704.0,40.754275,-73.856418,0.0,4939.592267775999,9623.32635488
16853280,154 North 7 Street,154 North 7 Street,Multifamily Housing,1920,Not Available,39.8,107.6,34506.0,40.718104,-73.958175,0.0,0.0,3940.54448292
16861297,Wagner Kelly - 60-01 Roosevelt Avenue,60-01 Roosevelt Avenue,Office,1920,14,96.3,239.9,31622.0,40.745503,-73.904292,55.000777040004145,41489.043776048005,50290.117268400005
16861300,Wagner Kelly - 40-05 59 St,40-05 59 St,Multifamily Housing,1931,34,87.1,311.5,46765.0,40.745222,-73.905634,0.0,41538.48897848,49740.81164862
16861477,Campus - 188-192 6 Avenue,188-192 6 Avenue,Multifamily Housing,1900,52,112.2,224.8,33930.0,40.726355,-74.003676,0.0,29814.597048599997,35765.731619280006
16861481,190 6 Ave,190 6 Ave,Multifamily Housing,1900,99,31.4,29.5,11310.0,40.726415,-74.003651,0.0,0.0,0.0
16861483,192 6 Ave,192 6 Ave,Multifamily Housing,1900,Not Available,16.8,15.8,11310.0,40.726478,-74.003626,0.0,0.0,0.0
16866402,Child - 392 Lafayette St,392 Lafayette St,Office,1890,Not Available,Not Available,0,31016.0,40.727988,-73.993055,0.0,0.0,0.0
17255333,15 West 44th Street,15 West 44th Street,Office,1914,71,67.9,245.7,52851.0,40.755129,-73.98074,0.0,27734.19413655599,42443.748723372
17367632,312 West 37 Street,312 West 37 Street,Hotel,2012,6,100.1,871.6,119685.0,40.754367,-73.992752,0.0,110076.39808356002,148908.73108614
17367634,2800-2900 East 29 Street,2900 East 29 Street,Multifamily Housing,2004,Not Available,45,109.2,39798.0,40.584063,-73.93983,0.0,0.0,551.137190471999
17370073,2800 East 29 Street,2800 East 29 Street,Multifamily Housing,2004,Not Available,39,62.4,26532.0,40.5849,-73.939984,0.0,0.0,0.0
17370443,2812 Kings Highway,2812 Kings Highway,Multifamily Housing,1950,97,26.1,79.1,38000.0,40.614918,-73.946368,0.0,0.0,0.0
17387083,Trenkmann - 403 Broome Street/255 Centre Street,403 Broome Street,Office,1900,90,22.7,48.8,25515.0,40.720862,-73.997742,0.0,0.0,1779.6630852
17387092,Trenkmann - 241-245 Centre Street,241 Centre Street,Office,1910,88,24.5,53.7,26065.0,40.720234,-73.998167,0.0,0.0,2849.3109054800016
17387094,Trenkmann - 187-193 Lafayette St/409 Broome St,409 Broome St,Office,1900,Not Available,Not Available,0,23240.0,40.72098,-73.998023,0.0,0.0,0.0
17387116,Trenkmann - 179 Lafayette Street/247 Centre St,179 Lafayette Street,Office,1900,93,20.9,53.8,30718.0,40.720549,-73.998618,0.0,0.0,815.6356402240002
17387118,Trenkmann - 239 Centre Street,239 Centre Street,Office,1900,Not Available,Not Available,0,7575.0,40.720193,-73.9982,0.0,0.0,0.0
17387123,Trenkmann - 237 Centre Street,237 Centre Street,Office,1900,7,84.8,27.8,3888.0,40.720151,-73.998232,0.0,4646.575518336001,5728.6884061440005
17387124,Trenkmann - 407 Broome Street/251 Centre St,407 Broome Street,Office,1900,92,21.3,54.7,30392.0,40.720942,-73.997929,0.0,0.0,1201.2002786560008
17387127,Trenkmann - 253 Centre St,253 Centre St,Office,1900,71,31.5,10.4,3924.0,40.720478,-73.997962,0.0,0.0,1049.5466137439998
17402803,2321 Belmont Avenue,2321 Belmont Avenue,Multifamily Housing,1905,100,12.6,36.3,36090.0,40.85329,-73.88684,0.0,0.0,0.0
17402809,32-65 107 Street,32-65 107 Street,Multifamily Housing,2020,94,48.8,89.6,28838.0,40.758611,-73.862044,0.0,0.0,3206.0407721360016
17604449,42-01 35 Street,42-01 35 Street,Office,1927,72,60.3,209.7,45700.0,40.746372,-73.929441,0.0,23243.1156044,35962.3951756
17704745,11 West 37 Street,11 West 37 Street,Hotel,2019,44,50.1,118.8,28059.0,40.75065,-73.983881,0.0,2882.103305616,11985.971223227996
17831243,60 Monitor Street,60 Monitor Street,Multifamily Housing,2007,86,57,107.5,29825.0,40.721092,-73.941853,0.0,2059.9737389,7291.113985600002
17834848,62-41 Forest Ave,62-41 Forest Ave,Multifamily Housing,2018,73,47.5,147.8,41912.0,40.712686,-73.905969,0.0,2019.5434671359983,9370.676745248
17984325,2236 Nostrand Avenue,2236 Nostrand Avenue,Office,1928,25,72.2,209.5,38240.0,40.630012,-73.947415,0.0,28569.282657279997,39212.28595712
18004867,1960 Benedict Avenue,1960 Benedict Avenue,K-12 School,1957,94,31,77.6,37635.0,40.834172,-73.859133,0.0,0.0,5787.46017018
18004868,1952 Benedict Avenue,1952 Benedict Avenue,K-12 School,2013,10,97.9,256.9,35298.0,40.834156,-73.8593,4995.120367511998,47748.143247479995,54771.893610336
18100729,144-38 35 Avenue,144-38 35 Avenue,Multifamily Housing,2016,90,40.3,97.1,34455.0,40.765937,-73.822719,0.0,0.0,1163.347164840002
18104646,802 Avenue U,802 Avenue U,Multifamily Housing,2006,100,34.7,85.2,41000.0,40.59811,-73.962878,0.0,0.0,0.0
18636375,2294-96 Grand Ave,2294-96 Grand Ave,Multifamily Housing,1923,69,92.4,205.7,37800.0,40.859866,-73.905183,0.0,21224.798733599993,27854.7099264
18723566,415 East 204th Street,415 East 204th Street,Multifamily Housing,1935,74,76.2,287.3,50760.0,40.870796,-73.876512,0.0,31469.773847039993,40372.7974488
18819517,2503 Ocean Avenue,2503 Ocean Avenue,Multifamily Housing,2000,86,64.6,117.8,29943.0,40.60051,-73.951609,0.0,4714.541399447998,9966.378194316
19035339,39-82 65 Place,39-82 65 Place,Multifamily Housing,1927,20,111.1,195.7,31316.0,40.743893,-73.898967,0.0,24360.297266656,29852.950677072
19056603,5213-5221 Flatlands Ave,5213-5221 Flatlands Ave,Multifamily Housing,2006,82,45.6,89.2,29152.0,40.627538,-73.925622,0.0,0.0,2872.282075776001
19077881,1166 Manhattan Ave - Parent Property,1166 Manhattan Ave,Office,1931,Not Available,30.2,104.9,43120.0,40.738159,-73.95542,0.0,0.0,9018.49660096
19078189,207 Starr St,207 Starr St,Multifamily Housing,1931,Not Available,37.1,71.6,26334.0,40.705019,-73.923238,0.0,0.0,188.68964083200208
19081268,278 West 10 Street,278 West 10 Street,K-12 School,2003,56,66.7,313.3,66813.0,40.733439,-74.008248,0.0,44023.746614196,57318.489460632
19478663,106 West 117 St,106 West 117 St,Multifamily Housing,2003,83,39.7,247.6,96482.0,40.802845,-73.949554,0.0,0.0,0.0
19501617,556 West 22 Street,556 West 22 Street,K-12 School,1920,23,76.1,168.5,29600.0,40.747733,-74.006374,0.0,27463.194944000003,33353.1323552
19506486,CFF Consulting - 602 West 139th St,602 West 139th St,Multifamily Housing,1920,44,113.7,204.3,31550.0,40.822815,-73.953647,0.0,26455.2216984,31988.9174162
19506487,CFF Consulting - 884 Riverside Drive,884 Riverside Drive,Multifamily Housing,1920,100,13.3,80.2,75852.0,40.837331,-73.946569,0.0,0.0,0.0
19506490,CFF Consulting - 575 West 159th St,575 West 159th St,Multifamily Housing,1907,23,97.6,263.2,44590.0,40.835079,-73.943394,0.0,30544.85327348,38365.69295832
19506631,CFF Consulting - 3456 Broadway,3456 Broadway,Multifamily Housing,1925,7,108.9,213.5,32010.0,40.823698,-73.9521,0.0,28508.249020679996,34122.62619744
19506634,CFF Consulting - 500 West 140th St,500 West 140th St,Multifamily Housing,1916,12,116.3,406.7,58810.0,40.822152,-73.950136,2608.316890280004,56248.94611908,66563.89525264001
19508993,CFF Consulting - 461 W 159 St,461 W 159 St,Multifamily Housing,1912,15,129.4,311.8,42438.0,40.833661,-73.940034,6792.059817575997,45499.77998781599,52943.170760304
19509004,CFF Consulting - 3750 Broadway,3750 Broadway,Multifamily Housing,1906,17,110.1,308.9,47163.0,40.833277,-73.945441,0.0,40484.730896424,48756.860568012
19509014,CFF Consulting - 559 W 156 st,559 W 156 st,Multifamily Housing,1909,9,132.2,462.3,47130.0,40.833161,-73.94466,38638.23216276,81625.52778516001,89891.86943904
19509182,CFF Consulting - 605-607 West 141 St,605 West 141 St,Multifamily Housing,1910,85,67.1,125.1,31674.0,40.824082,-73.952747,0.0,5118.407414303999,10673.852047128
19509191,CFF Consulting - 2363 ACP Boulevard,2363 ACP Boulevard,Multifamily Housing,1920,25,123.3,267,38011.0,40.817339,-73.942206,2794.096471335998,37463.947816616,44130.867243852
19509212,CFF Consulting - 3427 Broadway,3427 Broadway,Multifamily Housing,1907,5,145.1,362.4,34790.0,40.822927,-73.953022,34188.085963920006,65920.06166312001,72022.03548316001
19509217,CFF Consulting - 580 St. Nicholas Ave,580 St. Nicholas Ave,Multifamily Housing,1914,100,29.3,132.4,60078.0,40.820039,-73.94664,0.0,0.0,0.0
19509220,CFF Consulting - 3660 Broadway,3660 Broadway,Multifamily Housing,1926,28,104.6,435.1,71112.0,40.83036,-73.947568,0.0,52826.47621603201,65299.128193344
19509223,CFF Consulting - 605 West 151 St,605 West 151 St,Multifamily Housing,1920,100,18.3,44.3,30978.0,40.830396,-73.948077,0.0,0.0,0.0
19516716,720 Fifth Avenue,720 Fifth Avenue,Office,1954,40,69.7,629,113292.0,40.762525,-73.974756,0.0,86871.66708628801,118403.23428936
19516717,724 5th Avenue,724 5th Avenue,Office,1921,47,84.1,424.7,62648.0,40.762495,-73.974323,0.0,68641.09938288001,86077.366922848
19833666,300 west 12th street,300 west 12th street,Multifamily Housing,1920,82,95.1,190.5,34872.0,40.737539,-74.0045,0.0,19777.324492416006,25893.680659488007
19833688,82 Washington place,82 Washington place,Multifamily Housing,1900,98,57.6,93,27108.0,40.732014,-73.999913,0.0,610.8510214080005,5365.444476816002
19906892,363 West 16th Street,363 West 16th Street,Hotel,1969,Not Available,293.4,2239.9,110286.0,40.741802,-74.003244,308569.07014480804,486480.347263944,522263.132721792
19906922,120 W 57th Street,120 W 57th Street,Hotel,2012,40,92.2,868.2,128433.0,40.764688,-73.978095,0.0,100137.442348188,141808.10303683198
19906967,1730 Ocean Ave,1730 Ocean Ave,Multifamily Housing,1920,97,25.3,58.9,27781.0,40.619805,-73.955283,0.0,0.0,0.0
19929037,2278 Bronx Park East,2278 Bronx Park East,Multifamily Housing,1925,88,59.5,102.1,27296.0,40.8595,-73.8708,0.0,2881.0322028799997,7668.599819776001
20239536,370 4 Avenue,370 4 Avenue,Hotel,2006,18,93.7,168.4,25762.0,40.67302,-73.98651,0.0,18545.359363872,26903.955368488
20239623,860 Pennsylvania Ave,860 Pennsylvania Ave,Hotel,1995,36,78.4,169.2,31387.0,40.656754,-73.889264,0.0,12954.875399884004,23138.527787000003
20239628,CFF Consulting - 3440 Broadway,3440 Broadway,Multifamily Housing,1906,22,112.7,397.4,47714.0,40.823231,-73.952433,20188.569038783997,63708.53134150401,72077.303369368
20314575,720 West End Ave,720 West End Ave,Hotel,1927,100,2.7,54.2,237507.0,40.794723,-73.973581,0.0,0.0,0.0
20314577,Cap X - 1631 Grand Ave,1631 Grand Ave,Multifamily Housing,1929,80,72.3,197,46800.0,40.846743,-73.915557,0.0,10821.1061088,19029.567585600005
20314579,Cap X - 226 W Tremont Ave,226 W Tremont Ave,Multifamily Housing,1932,96,52.3,170.2,54000.0,40.852685,-73.917891,0.0,0.0,6652.329768000003
20314580,Cap X - 1786 Topping Ave,1786 Topping Ave,Multifamily Housing,1920,43,108.9,238.9,38000.0,40.846214,-73.905618,0.0,29943.017168,36608.007256
20314581,224 West 30th Street,224 West 30th Street,Office,1925,93,43.2,487.8,142801.0,40.748848,-73.993377,0.0,27749.678660119996,67494.226626136
20314586,247 East 28th Street,247 East 28th Street,Multifamily Housing,1978,55,76.1,557.9,108614.0,40.741273,-73.979185,0.0,52101.36811624799,71151.663732512
20324147,Lester - 1100 Coney Island Avenue,1100 Coney Island Avenue,Office,1993,96,28.6,130.5,63468.0,40.630821,-73.966401,0.0,0.0,6868.643543136003
20324153,Lester - 1122 Coney Island Avenue,1122 Coney Island Avenue,Office,1950,65,55,158.6,38000.0,40.630431,-73.966308,0.0,15101.161088000004,25677.367296000004
20476197,FOUND Study - 569 Lexington Ave,569 Lexington Ave,Hotel,1960,89,33.7,1197.1,437662.0,40.756917,-73.972044,0.0,0.0,11166.215909783978
20646919,2265 Gerritsen Ave,2265 Gerritsen Ave,Multifamily Housing,1962,37,102.6,635.6,107916.0,40.600603,-73.933754,0.0,73550.988091488,92478.858363504
20646922,83-37 St. James Avenue,83-37 St. James Avenue,Multifamily Housing,1957,71,78.9,528.4,115861.0,40.739359,-73.879571,0.0,37695.514919756,58016.89430359201
20763384,2245 Barker Ave,2245 Barker Ave,Multifamily Housing,1959,84,73.6,317.7,57678.0,40.858516,-73.86954,0.0,33412.229096304,43528.63168303201
20763386,2255 Barker Avenue,2255 Barker Avenue,Multifamily Housing,1964,73,85.5,163.7,32620.0,40.859246,-73.869517,0.0,14614.740948639996,20336.108755759997
20774282,637 E 176 St,637 E 176 St,Multifamily Housing,2020,100,17.5,48.2,32676.0,40.844576,-73.893747,0.0,0.0,0.0
20805110,Barclay - 1543 East 19th Street,1543 East 19th Street,Multifamily Housing,2011,99,22.5,124.6,67810.0,40.612374,-73.955083,0.0,0.0,0.0
20805143,Witnick - 145 Henry Street,145 Henry Street,Multifamily Housing,1922,100,35.1,94,40410.0,40.696398,-73.99352,0.0,0.0,0.0
20805151,Witnick - 227 East 59th St,227 East 59th St,Multifamily Housing,1930,91,59.9,94.2,25400.0,40.761238,-73.965815,0.0,2464.3493511999977,6919.3690416
21028407,KM - Campus - 70 Ross St,70 Ross Street,Multifamily Housing,1975,6,104.9,4893.4,748308.0,40.703543,-73.96376,0.0,640274.121515424,771523.211062032
21028409,KM - 94 Ross Street,94 Ross Street,Multifamily Housing,1975,6,110.8,633.6,93538.0,40.703979,-73.963097,594.5671881119957,85910.62188635199,102316.67038244
21028410,KM - 104 Ross Street,104 Ross Street,Multifamily Housing,1975,3,111.5,656.3,93542.0,40.704443,-73.962386,6670.9290216,91990.63212176,108397.382195752
21028411,KM - 74 Ross Street,74 Ross Street,Multifamily Housing,1975,7,104.8,605.7,93538.0,40.703718,-73.96349,0.0,78433.409303752,94839.45779984
21028412,KM - 80 Ross Street,80 Ross Street,Multifamily Housing,1975,1,141.2,899.9,93538.0,40.704108,-73.962898,71962.960058776,157279.014757016,173685.06325310402
21099380,Child - 200-210 East 165 Street,200-210 East 165 Street (204),Multifamily Housing,1926,44,75.8,120.5,24840.0,40.830277,-73.918826,0.0,10015.017927839996,14371.81671168
21099384,Child - 212-222 East 165 Street,212-222 East 165 Street (218),Multifamily Housing,1926,78,45.9,98.8,30240.0,40.830154,-73.918508,0.0,0.0,4660.0893561600005
21099428,43-46 51st St,43-46 51st St,Multifamily Housing,2019,92,39.8,223.9,80171.0,40.743488,-73.913894,0.0,0.0,2161.409839316
21144866,KM - 1455 Grand Concourse,1455 Grand Concourse,Multifamily Housing,1923,13,128.5,2143.7,291840.0,40.840272,-73.912941,46573.019074560005,312760.42315776006,363947.5470336
21620422,1587 E 19th Street,1587 E 19th Street,Multifamily Housing,2015,89,69.7,340.4,81882.0,40.61157,-73.954929,0.0,17787.277299311987,32148.92778314399
21693534,Campus - Morton Barrow Condo,456 Hudson St,Multifamily Housing,1925,Not Available,75.1,630.1,134774.0,40.731432,-74.00665,0.0,47988.06063860801,71626.67574703202
21694897,Morton Barrow Condo - 83-85 Barrow Street,83-85 Barrow Street,Multifamily Housing,1925,79,94.7,230.4,40215.0,40.731622,-74.006192,0.0,25678.390972919995,32731.879825259995
21694898,Morton Barrow Condo - 63 Morton Street,63 Morton Street,Multifamily Housing,1925,17,110.5,266.1,40215.0,40.730894,-74.006166,0.0,35245.98602028,42299.47487262
21694900,Morton Barrow Condo - 67 Morton Street,67 Morton Street,Multifamily Housing,1925,100,21,60.9,40215.0,40.730924,-74.006441,0.0,0.0,0.0
21715481,Claret Commons Condo - 136-140 West 23rd St,136-140 West 23rd St,Multifamily Housing,1950,60,64.8,176.4,35154.0,40.743388,-73.993966,0.0,15745.592889431997,21911.410298736
21956509,2345 60th Street,2345 60th Street,Multifamily Housing,1935,100,24.8,43.5,25382.0,40.614494,-73.974766,0.0,0.0,0.0
21968633,8701 4 Avenue,8701 4 Avenue,Office,1926,74,44.2,129.2,36500.0,40.621907,-74.028706,0.0,8303.685468,18462.409852
21983343,301 East 105 Street/2050 Second Avenue,2050 Second Ave,K-12 School,2015,24,87.2,324.9,51286.0,40.790263,-73.942688,0.0,56414.55035515201,66619.662857544
21988219,1240 Edward L Grant Highway,1240 Edward L Grant Highway,Office,1953,10,174.2,281,26000.0,40.836799,-73.922305,22490.557856000007,56558.14112000001,63794.492736
21988370,647 West 174 Street,647 West 174 Street,Multifamily Housing,1924,53,106.3,183.2,29910.0,40.845627,-73.939134,0.0,22271.33702376,27517.38580092
22522277,40-36 27 Street,40-36 27 Street,Hotel,2019,30,90.6,186.2,31383.0,40.752572,-73.937649,0.0,17515.006327764004,27697.360897008
22740779,57 Herkimer Street,57 Herkimer Street,Multifamily Housing,1920,96,74,145.9,33042.0,40.679741,-73.951371,0.0,9465.843611712002,15261.227887704004
22794166,236 17th Street,236 17th Street,Multifamily Housing,2015,Not Available,43.7,82.7,25205.0,40.663798,-73.991447,0.0,0.0,3978.06522528
22866537,48 Great Jones Street,48 Great Jones Street,Multifamily Housing,1920,Not Available,51.3,130.6,36390.0,40.726719,-73.992449,0.0,2362.6259901599997,8745.230971800001
23095672,338 West 39 St,338 West 39 St,Hotel,2016,62,53.2,314.9,77999.0,40.755827,-73.99238,0.0,3899.862953115997,29206.98700264799
23095886,23 East 39 St,23 East 39 St,Hotel,2017,43,70.8,205.2,39964.0,40.750652,-73.980052,0.0,13751.588581456,26718.086940607995
23282124,109-15 72 Road,109-15 72 Road,Multifamily Housing,2016,100,15.9,41.9,36248.0,40.719142,-73.841444,0.0,0.0,0.0
23749705,Mack Edge - 134-140 Grand St,134-140 Grand St,Multifamily Housing,1900,Not Available,90.2,403.1,71413.0,40.720382,-73.99974,0.0,43980.52358384399,56505.969298432
23749744,Mack Edge - 417 Lafayette St,417 Lafayette St,Multifamily Housing,1910,Not Available,83.7,150.5,31152.0,40.728685,-73.992434,0.0,12393.78207936,17857.670795712
23761392,31-72 31st Street,31-72 31st Street,Multifamily Housing,2007,88,53.6,247.2,67219.0,40.762775,-73.924745,0.0,5960.917465263995,17750.758747508
23761399,31-64 21st Street,31-64 21st Street,Multifamily Housing,2002,90,65.3,182,46333.0,40.765702,-73.931244,0.0,7219.956854823997,15346.509111332
23780194,2911 86 Street,2911 86 Street,Multifamily Housing,1963,51,90.9,538.5,77000.0,40.590985,-73.975685,5024.989816000002,75256.726776,88762.101428
23780621,818 Lexington Ave,818 Lexington Ave,Multifamily Housing,2012,92,33.7,76.8,26969.0,40.690504,-73.92632,0.0,0.0,1124.130164452
23810130,186 East 205 Street,186 East 205 Street,Multifamily Housing,1910,98,55.8,142.2,42524.0,40.875017,-73.884601,0.0,0.0,7428.319738352
24125272,144-69 Barclay Ave,144-69 Barclay Ave,Multifamily Housing,2014,99,42.8,67.5,25063.0,40.760291,-73.818955,0.0,0.0,6.918390519999695
24214989,Northern Star - 147-25 Northern Blvd,147-25 Northern Blvd,Multifamily Housing,1960,47,96.7,771.2,140000.0,40.765183,-73.819089,0.0,81115.65112000001,105670.87776
24215128,Northern Star - 46-01 67 Street,46-01 67 Street,Multifamily Housing,1973,88,40.9,212.8,62500.0,40.739553,-73.897653,0.0,974.1799999999968,11936.334750000002
24215133,Northern Star - 112-22 37 Ave,112-22 37 Ave,Multifamily Housing,1972,94,41.9,142.1,40600.0,40.754483,-73.855479,0.0,1668.6794879999993,8789.695213600004
24215185,Northern Star - 15 W 39 Street,15 W 39 Street,Office,1925,68,80.2,450.6,79056.0,40.751923,-73.983073,0.0,63749.694306239995,85752.65635833598
24218518,3120 Corlear Avenue,3120 Corlear Avenue,Multifamily Housing,2009,68,58.2,269.8,66665.0,40.88073,-73.907294,0.0,24231.04300878,42785.32687342
24222798,Resolution -  57 Willoughby Street,57 Willoughby Street,Office,1929,89,53.5,374.8,104526.0,40.692217,-73.986665,0.0,25067.656531512,54159.459955128
24222799,Resolution -  150 East 45th Street,150 East 45th Street,Office,1950,50,68.5,165.6,32540.0,40.753094,-73.97402,0.0,20914.63243368,29971.20480232
24222800,Resolution -  37 West 39th Street,37 West 39th Street,Office,1912,80,67.1,264.1,51000.0,40.752138,-73.983578,0.0,34000.229772,48194.611787999995
24222801,Resolution -  242 West 38th Street,242 West 38th Street,Office,1923,93,37.1,119.6,47661.0,40.754046,-73.990071,0.0,0.0,10947.213720252
24222802,Resolution -  347 West 36th Street,347 West 36th Street,Office,1928,90,58.4,445.4,98454.0,40.754063,-73.993875,0.0,48367.258715135984,75769.09571519999
24222803,Resolution -  251 West 30th Street,251 West 30th Street,Office,1927,82,79.2,640.6,104199.0,40.749086,-73.993893,0.0,96537.872724,125538.665109984
24222804,Resolution -  16 West 36th Street,16 West 36th Street,Office,1920,68,70.1,312.6,59367.0,40.750027,-73.984365,0.0,40964.393593199995,57487.489223472
